food_name,serving_desc,serving_size,serving_size_unit
"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",1 French bread,174,g
"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",1 surface inch,8,g
"Pizza, with meat other than pepperoni, stuffed crust","1 piece, NFS",164,g
"Pizza, with meat other than pepperoni, stuffed crust","1 piece, medium pizza",110,g
"Pizza, with meat other than pepperoni, stuffed crust","1 piece, large pizza",164,g
"Pizza, with meat other than pepperoni, stuffed crust","1 personal size pizza (5-7"" diameter)",240,g
"Pizza, with meat other than pepperoni, stuffed crust","1 medium pizza (11-12"" diameter)",883,g
"Pizza, with meat other than pepperoni, stuffed crust","1 large pizza (13-15"" diameter)",1312,g
"Pizza, with meat other than pepperoni, stuffed crust",1 surface inch,8.5,g
"Pizza, with meat other than pepperoni, from school lunch, medium crust","1 piece, NFS",147,g
"Pizza, with meat other than pepperoni, from school lunch, medium crust","1 personal size pizza (5-7"" diameter)",170,g
"Pizza, with meat other than pepperoni, from school lunch, medium crust",1 surface inch,5.8,g
"Pizza, with meat other than pepperoni, from school lunch, thin crust","1 piece, NFS",142,g
"Pizza, with meat other than pepperoni, from school lunch, thin crust","1 personal size pizza (5-7"" diameter)",128,g
"Pizza, with meat other than pepperoni, from school lunch, thin crust",1 surface inch,5.6,g
"Pizza, with meat other than pepperoni, from school lunch, thick crust","1 piece, NFS",158,g
"Pizza, with meat other than pepperoni, from school lunch, thick crust","1 personal size pizza (5-7"" diameter)",178,g
"Pizza, with meat other than pepperoni, from school lunch, thick crust",1/2 bagel,149,g
"Pizza, with meat other than pepperoni, from school lunch, thick crust",1/2 English muffin,54,g
"Pizza, with meat other than pepperoni, from school lunch, thick crust",1 French bread,143,g
"Pizza, with meat other than pepperoni, from school lunch, thick crust",1 surface inch,6.3,g
"Pizza with extra meat, thin crust","1 piece, NFS",120,g
"Pizza with extra meat, thin crust","1 piece, small pizza",81,g
"Pizza with extra meat, thin crust","1 piece, medium pizza",90,g
"Pizza with extra meat, thin crust","1 piece, large pizza",120,g
"Pizza with extra meat, thin crust","1 piece, extra-large pizza",125,g
"Pizza with extra meat, thin crust","1 personal size pizza (5-7"" diameter)",175,g
"Pizza with extra meat, thin crust","1 small pizza (8-10"" diameter)",487,g
"Pizza with extra meat, thin crust","1 medium pizza (11-12"" diameter)",720,g
"Pizza with extra meat, thin crust","1 large pizza (13-15"" diameter)",957,g
"Pizza with extra meat, thin crust","1 extra-large pizza (16-18"" diameter)",1246,g
"Pizza with extra meat, thin crust",1 surface inch,6.2,g
"Pizza with extra meat, medium crust","1 piece, NFS",150,g
"Pizza with extra meat, medium crust","1 piece, small pizza",101,g
"Pizza with extra meat, medium crust","1 piece, medium pizza",109,g
"Pizza with extra meat, medium crust","1 piece, large pizza",150,g
"Pizza with extra meat, medium crust","1 piece, extra-large pizza",157,g
"Pizza with extra meat, medium crust","1 personal size pizza (5-7"" diameter)",223,g
"Pizza with extra meat, medium crust","1 small pizza (8-10"" diameter)",606,g
"Pizza with extra meat, medium crust","1 medium pizza (11-12"" diameter)",869,g
"Pizza with extra meat, medium crust","1 large pizza (13-15"" diameter)",1200,g
"Pizza with extra meat, medium crust","1 extra-large pizza (16-18"" diameter)",1574,g
"Pizza with extra meat, medium crust",1 surface inch,7.8,g
"Pizza with extra meat, thick crust","1 piece, NFS",166,g
"Pizza with extra meat, thick crust","1 piece, small pizza",112,g
"Pizza with extra meat, thick crust","1 piece, medium pizza",131,g
"Pizza with extra meat, thick crust","1 piece, large pizza",166,g
"Pizza with extra meat, thick crust","1 piece, extra-large pizza",177,g
"Pizza with extra meat, thick crust","1 personal size pizza (5-7"" diameter)",283,g
"Pizza with extra meat, thick crust","1 small pizza (8-10"" diameter)",675,g
"Pizza with extra meat, thick crust","1 medium pizza (11-12"" diameter)",1051,g
"Pizza with extra meat, thick crust","1 large pizza (13-15"" diameter)",1328,g
"Pizza with extra meat, thick crust","1 extra-large pizza (16-18"" diameter)",1729,g
"Pizza with extra meat, thick crust",1/2 bagel,117,g
"Pizza with extra meat, thick crust",1/2 English muffin,68,g
"Pizza with extra meat, thick crust",1 French bread,184,g
"Pizza with extra meat, thick crust",1 surface inch,8.6,g
"Pizza with meat and vegetables, from frozen, thin crust","1 piece, NFS",103,g
"Pizza with meat and vegetables, from frozen, thin crust","1 frozen personal size pizza (5-7"" diameter)",216,g
"Pizza with meat and vegetables, from frozen, thin crust","1 frozen small pizza (8-10"" diameter)",330,g
"Pizza with meat and vegetables, from frozen, thin crust","1 frozen medium pizza (11-13"" diameter)",615,g
"Pizza with meat and vegetables, from frozen, thin crust","1 frozen large pizza (14-16"" diameter)",961,g
"Pizza with meat and vegetables, from frozen, thin crust",1 surface inch,5.4,g
"Pizza with meat and vegetables, from frozen, medium crust","1 piece, NFS",108,g
"Pizza with meat and vegetables, from frozen, medium crust","1 frozen personal size pizza (5-7"" diameter)",240,g
"Pizza with meat and vegetables, from frozen, medium crust","1 frozen small pizza (8-10"" diameter)",371,g
"Pizza with meat and vegetables, from frozen, medium crust","1 frozen medium pizza (11-13"" diameter)",649,g
"Pizza with meat and vegetables, from frozen, medium crust","1 frozen large pizza (14-16"" diameter)",1145,g
"Pizza with meat and vegetables, from frozen, medium crust",1 surface inch,5.7,g
"Pizza with meat and vegetables, from frozen, thick crust","1 piece, NFS",155,g
"Pizza with meat and vegetables, from frozen, thick crust","1 frozen personal size pizza (5-7"" diameter)",283,g
"Pizza with meat and vegetables, from frozen, thick crust","1 frozen small pizza (8-10"" diameter)",405,g
"Pizza with meat and vegetables, from frozen, thick crust","1 frozen medium pizza (11-13"" diameter)",927,g
"Pizza with meat and vegetables, from frozen, thick crust","1 frozen large pizza (14-16"" diameter)",1361,g
"Pizza with meat and vegetables, from frozen, thick crust",1/2 bagel,104,g
"Pizza with meat and vegetables, from frozen, thick crust",1/2 English muffin,63,g
"Pizza with meat and vegetables, from frozen, thick crust",1 French bread,171,g
"Pizza with meat and vegetables, from frozen, thick crust",1 surface inch,7.7,g
"Pizza with meat and vegetables, from restaurant or fast food, thin crust","1 piece, NFS",113,g
"Pizza with meat and vegetables, from restaurant or fast food, thin crust","1 piece, small pizza",77,g
"Pizza with meat and vegetables, from restaurant or fast food, thin crust","1 piece, medium pizza",82,g
"Pizza with meat and vegetables, from restaurant or fast food, thin crust","1 piece, large pizza",113,g
"Pizza with meat and vegetables, from restaurant or fast food, thin crust","1 piece, extra-large pizza",119,g
"Pizza with meat and vegetables, from restaurant or fast food, thin crust","1 personal size pizza (5-7"" diameter)",169,g
"Pizza with meat and vegetables, from restaurant or fast food, thin crust","1 small pizza (8-10"" diameter)",463,g
"Pizza with meat and vegetables, from restaurant or fast food, thin crust","1 medium pizza (11-12"" diameter)",656,g
"Pizza with meat and vegetables, from restaurant or fast food, thin crust","1 large pizza (13-15"" diameter)",902,g
"Pizza with meat and vegetables, from restaurant or fast food, thin crust","1 extra-large pizza (16-18"" diameter)",1186,g
"Pizza with meat and vegetables, from restaurant or fast food, thin crust",1 surface inch,5.9,g
"Pizza with meat and vegetables, from restaurant or fast food, medium crust","1 piece, NFS",144,g
"Pizza with meat and vegetables, from restaurant or fast food, medium crust","1 piece, small pizza",79,g
"Pizza with meat and vegetables, from restaurant or fast food, medium crust","1 piece, medium pizza",102,g
"Pizza with meat and vegetables, from restaurant or fast food, medium crust","1 piece, large pizza",144,g
"Pizza with meat and vegetables, from restaurant or fast food, medium crust","1 piece, extra-large pizza",151,g
"Pizza with meat and vegetables, from restaurant or fast food, medium crust","1 personal size pizza (5-7"" diameter)",212,g
"Pizza with meat and vegetables, from restaurant or fast food, medium crust","1 small pizza (8-10"" diameter)",477,g
"Pizza with meat and vegetables, from restaurant or fast food, medium crust","1 medium pizza (11-12"" diameter)",818,g
"Pizza with meat and vegetables, from restaurant or fast food, medium crust","1 large pizza (13-15"" diameter)",1156,g
"Pizza with meat and vegetables, from restaurant or fast food, medium crust","1 extra-large pizza (16-18"" diameter)",1508,g
"Pizza with meat and vegetables, from restaurant or fast food, medium crust",1 surface inch,7.5,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust","1 piece, NFS",149,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust","1 piece, small pizza",101,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust","1 piece, medium pizza",118,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust","1 piece, large pizza",149,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust","1 piece, extra-large pizza",155,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust","1 personal size pizza (5-7"" diameter)",247,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust","1 small pizza (8-10"" diameter)",604,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust","1 medium pizza (11-12"" diameter)",942,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust","1 large pizza (13-15"" diameter)",1189,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust","1 extra-large pizza (16-18"" diameter)",1548,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust",1/2 bagel,104,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust",1/2 English muffin,61,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust",1 French bread,165,g
"Pizza with meat and vegetables, from restaurant or fast food, thick crust",1 surface inch,7.7,g
"Pizza with extra meat and extra vegetables, thin crust","1 piece, NFS",129,g
"Pizza with extra meat and extra vegetables, thin crust","1 piece, small pizza",88,g
"Pizza with extra meat and extra vegetables, thin crust","1 piece, medium pizza",100,g
"Pizza with extra meat and extra vegetables, thin crust","1 piece, large pizza",129,g
"Pizza with extra meat and extra vegetables, thin crust","1 piece, extra-large pizza",135,g
"Pizza with extra meat and extra vegetables, thin crust","1 personal size pizza (5-7"" diameter)",189,g
"Pizza with extra meat and extra vegetables, thin crust","1 small pizza (8-10"" diameter)",526,g
"Pizza with extra meat and extra vegetables, thin crust","1 medium pizza (11-12"" diameter)",796,g
"Pizza with extra meat and extra vegetables, thin crust","1 large pizza (13-15"" diameter)",1032,g
"Pizza with extra meat and extra vegetables, thin crust","1 extra-large pizza (16-18"" diameter)",1184,g
"Pizza with extra meat and extra vegetables, thin crust",1 surface inch,6.7,g
"Pizza with extra meat and extra vegetables, thick crust","1 piece, NFS",173,g
"Pizza with extra meat and extra vegetables, thick crust","1 piece, small pizza",118,g
"Pizza with extra meat and extra vegetables, thick crust","1 piece, medium pizza",139,g
"Pizza with extra meat and extra vegetables, thick crust","1 piece, large pizza",173,g
"Pizza with extra meat and extra vegetables, thick crust","1 piece, extra-large pizza",181,g
"Pizza with extra meat and extra vegetables, thick crust","1 personal size pizza (5-7"" diameter)",278,g
"Pizza with extra meat and extra vegetables, thick crust","1 small pizza (8-10"" diameter)",706,g
"Pizza with extra meat and extra vegetables, thick crust","1 medium pizza (11-12"" diameter)",1115,g
"Pizza with extra meat and extra vegetables, thick crust","1 large pizza (13-15"" diameter)",1384,g
"Pizza with extra meat and extra vegetables, thick crust","1 extra-large pizza (16-18"" diameter)",1810,g
"Pizza with extra meat and extra vegetables, thick crust",1/2 bagel,121,g
"Pizza with extra meat and extra vegetables, thick crust",1/2 English muffin,71,g
"Pizza with extra meat and extra vegetables, thick crust",1 French bread,192,g
"Pizza with extra meat and extra vegetables, thick crust",1 surface inch,9,g
"Pizza with extra meat and extra vegetables, medium crust","1 piece, NFS",159,g
"Pizza with extra meat and extra vegetables, medium crust","1 piece, small pizza",107,g
"Pizza with extra meat and extra vegetables, medium crust","1 piece, medium pizza",117,g
"Pizza with extra meat and extra vegetables, medium crust","1 piece, large pizza",159,g
"Pizza with extra meat and extra vegetables, medium crust","1 piece, extra-large pizza",169,g
"Pizza with extra meat and extra vegetables, medium crust","1 personal size pizza (5-7"" diameter)",235,g
"Pizza with extra meat and extra vegetables, medium crust","1 small pizza (8-10"" diameter)",641,g
"Pizza with extra meat and extra vegetables, medium crust","1 medium pizza (11-12"" diameter)",933,g
"Pizza with extra meat and extra vegetables, medium crust","1 large pizza (13-15"" diameter)",1274,g
"Pizza with extra meat and extra vegetables, medium crust","1 extra-large pizza (16-18"" diameter)",1679,g
"Pizza with extra meat and extra vegetables, medium crust",1 surface inch,8.3,g
"Pizza with meat and fruit, thin crust","1 piece, NFS",115,g
"Pizza with meat and fruit, thin crust","1 piece, small pizza",78,g
"Pizza with meat and fruit, thin crust","1 piece, medium pizza",80,g
"Pizza with meat and fruit, thin crust","1 piece, large pizza",115,g
"Pizza with meat and fruit, thin crust","1 piece, extra-large pizza",121,g
"Pizza with meat and fruit, thin crust","1 personal size pizza (5-7"" diameter)",170,g
"Pizza with meat and fruit, thin crust","1 small pizza (8-10"" diameter)",471,g
"Pizza with meat and fruit, thin crust","1 medium pizza (11-12"" diameter)",636,g
"Pizza with meat and fruit, thin crust","1 large pizza (13-15"" diameter)",923,g
"Pizza with meat and fruit, thin crust","1 extra-large pizza (16-18"" diameter)",1206,g
"Pizza with meat and fruit, thin crust",1 surface inch,6,g
"Pizza with meat and fruit, medium crust","1 piece, NFS",150,g
"Pizza with meat and fruit, medium crust","1 piece, small pizza",106,g
"Pizza with meat and fruit, medium crust","1 piece, medium pizza",106,g
"Pizza with meat and fruit, medium crust","1 piece, large pizza",150,g
"Pizza with meat and fruit, medium crust","1 piece, extra-large pizza",165,g
"Pizza with meat and fruit, medium crust","1 personal size pizza (5-7"" diameter)",220,g
"Pizza with meat and fruit, medium crust","1 small pizza (8-10"" diameter)",636,g
"Pizza with meat and fruit, medium crust","1 medium pizza (11-12"" diameter)",845,g
"Pizza with meat and fruit, medium crust","1 large pizza (13-15"" diameter)",1198,g
"Pizza with meat and fruit, medium crust","1 extra-large pizza (16-18"" diameter)",1649,g
"Pizza with meat and fruit, medium crust",1 surface inch,7.8,g
"Pizza with meat and fruit, thick crust","1 piece, NFS",157,g
"Pizza with meat and fruit, thick crust","1 piece, small pizza",118,g
"Pizza with meat and fruit, thick crust","1 piece, medium pizza",127,g
"Pizza with meat and fruit, thick crust","1 piece, large pizza",157,g
"Pizza with meat and fruit, thick crust","1 piece, extra-large pizza",181,g
"Pizza with meat and fruit, thick crust","1 personal size pizza (5-7"" diameter)",220,g
"Pizza with meat and fruit, thick crust","1 small pizza (8-10"" diameter)",706,g
"Pizza with meat and fruit, thick crust","1 medium pizza (11-12"" diameter)",1013,g
"Pizza with meat and fruit, thick crust","1 large pizza (13-15"" diameter)",1264,g
"Pizza with meat and fruit, thick crust","1 extra-large pizza (16-18"" diameter)",1810,g
"Pizza with meat and fruit, thick crust",1/2 bagel,111,g
"Pizza with meat and fruit, thick crust",1/2 English muffin,64,g
"Pizza with meat and fruit, thick crust",1 French bread,175,g
"Pizza with meat and fruit, thick crust",1 surface inch,9,g
"Pizza with beans and vegetables, thin crust","1 piece, NFS",129,g
"Pizza with beans and vegetables, thin crust","1 piece, small pizza",88,g
"Pizza with beans and vegetables, thin crust","1 piece, medium pizza",100,g
"Pizza with beans and vegetables, thin crust","1 piece, large pizza",129,g
"Pizza with beans and vegetables, thin crust","1 piece, extra-large pizza",135,g
"Pizza with beans and vegetables, thin crust","1 personal size pizza (5-7"" diameter)",189,g
"Pizza with beans and vegetables, thin crust","1 small pizza (8-10"" diameter)",526,g
"Pizza with beans and vegetables, thin crust","1 medium pizza (11-12"" diameter)",796,g
"Pizza with beans and vegetables, thin crust","1 large pizza (13-15"" diameter)",1032,g
"Pizza with beans and vegetables, thin crust","1 extra-large pizza (16-18"" diameter)",1346,g
"Pizza with beans and vegetables, thin crust",1 surface inch,6.7,g
"Pizza with beans and vegetables, thick crust","1 piece, NFS",173,g
"Pizza with beans and vegetables, thick crust","1 piece, small pizza",118,g
"Pizza with beans and vegetables, thick crust","1 piece, medium pizza",139,g
"Pizza with beans and vegetables, thick crust","1 piece, large pizza",173,g
"Pizza with beans and vegetables, thick crust","1 piece, extra-large pizza",181,g
"Pizza with beans and vegetables, thick crust","1 personal size pizza (5-7"" diameter)",278,g
"Pizza with beans and vegetables, thick crust","1 small pizza (8-10"" diameter)",706,g
"Pizza with beans and vegetables, thick crust","1 medium pizza (11-12"" diameter)",1115,g
"Pizza with beans and vegetables, thick crust","1 large pizza (13-15"" diameter)",1384,g
"Pizza with beans and vegetables, thick crust","1 extra-large pizza (16-18"" diameter)",1810,g
"Pizza with beans and vegetables, thick crust",1/2 bagel,121,g
"Pizza with beans and vegetables, thick crust",1/2 English muffin,71,g
"Pizza with beans and vegetables, thick crust",1 French bread,192,g
"Pizza with beans and vegetables, thick crust",1 surface inch,9,g
"Pizza, no cheese, thin crust","1 piece, NFS",75,g
"Pizza, no cheese, thin crust","1 piece, small pizza",51,g
"Pizza, no cheese, thin crust","1 piece, medium pizza",54,g
"Pizza, no cheese, thin crust","1 piece, large pizza",75,g
"Pizza, no cheese, thin crust","1 piece, extra-large pizza",81,g
"Pizza, no cheese, thin crust","1 personal size pizza (5-7"" diameter)",110,g
"Pizza, no cheese, thin crust","1 small pizza (8-10"" diameter)",306,g
"Pizza, no cheese, thin crust","1 medium pizza (11-12"" diameter)",432,g
"Pizza, no cheese, thin crust","1 large pizza (13-15"" diameter)",599,g
"Pizza, no cheese, thin crust","1 extra-large pizza (16-18"" diameter)",809,g
"Pizza, no cheese, thin crust",1 surface inch,3.9,g
"Pizza, no cheese, thick crust","1 piece, NFS",124,g
"Pizza, no cheese, thick crust","1 piece, small pizza",82,g
"Pizza, no cheese, thick crust","1 piece, medium pizza",84,g
"Pizza, no cheese, thick crust","1 piece, large pizza",124,g
"Pizza, no cheese, thick crust","1 piece, extra-large pizza",129,g
"Pizza, no cheese, thick crust","1 personal size pizza (5-7"" diameter)",207,g
"Pizza, no cheese, thick crust","1 small pizza (8-10"" diameter)",495,g
"Pizza, no cheese, thick crust","1 medium pizza (11-12"" diameter)",676,g
"Pizza, no cheese, thick crust","1 large pizza (13-15"" diameter)",988,g
"Pizza, no cheese, thick crust","1 extra-large pizza (16-18"" diameter)",1287,g
"Pizza, no cheese, thick crust",1/2 bagel,79,g
"Pizza, no cheese, thick crust",1/2 English muffin,46,g
"Pizza, no cheese, thick crust",1 French bread,125,g
"Pizza, no cheese, thick crust",1 surface inch,6.4,g
"White pizza, cheese, thin crust","1 piece, NFS",92,g
"White pizza, cheese, thin crust","1 piece, small pizza",63,g
"White pizza, cheese, thin crust","1 piece, medium pizza",66,g
"White pizza, cheese, thin crust","1 piece, large pizza",92,g
"White pizza, cheese, thin crust","1 piece, extra-large pizza",106,g
"White pizza, cheese, thin crust","1 personal size pizza (5-7"" diameter)",136,g
"White pizza, cheese, thin crust","1 small pizza (8-10"" diameter)",377,g
"White pizza, cheese, thin crust","1 medium pizza (11-12"" diameter)",528,g
"White pizza, cheese, thin crust","1 large pizza (13-15"" diameter)",732,g
"White pizza, cheese, thin crust","1 extra-large pizza (16-18"" diameter)",1056,g
"White pizza, cheese, thin crust",1 surface inch,4.8,g
"White pizza, cheese, thick crust","1 piece, NFS",141,g
"White pizza, cheese, thick crust","1 piece, small pizza",94,g
"White pizza, cheese, thick crust","1 piece, medium pizza",99,g
"White pizza, cheese, thick crust","1 piece, large pizza",139,g
"White pizza, cheese, thick crust","1 piece, extra-large pizza",145,g
"White pizza, cheese, thick crust","1 personal size pizza (5-7"" diameter)",229,g
"White pizza, cheese, thick crust","1 small pizza (8-10"" diameter)",565,g
"White pizza, cheese, thick crust","1 medium pizza (11-12"" diameter)",792,g
"White pizza, cheese, thick crust","1 large pizza (13-15"" diameter)",1112,g
"White pizza, cheese, thick crust","1 extra-large pizza (16-18"" diameter)",1448,g
"White pizza, cheese, thick crust",1/2 bagel,93,g
"White pizza, cheese, thick crust",1/2 English muffin,54,g
"White pizza, cheese, thick crust",1 French bread,147,g
"White pizza, cheese, thick crust",1 surface inch,7.2,g
"White pizza, cheese, with vegetables, thin crust","1 piece, NFS",106,g
"White pizza, cheese, with vegetables, thin crust","1 piece, small pizza",72,g
"White pizza, cheese, with vegetables, thin crust","1 piece, medium pizza",76,g
"White pizza, cheese, with vegetables, thin crust","1 piece, large pizza",106,g
"White pizza, cheese, with vegetables, thin crust","1 piece, extra-large pizza",122,g
"White pizza, cheese, with vegetables, thin crust","1 personal size pizza (5-7"" diameter)",157,g
"White pizza, cheese, with vegetables, thin crust","1 small pizza (8-10"" diameter)",435,g
"White pizza, cheese, with vegetables, thin crust","1 medium pizza (11-12"" diameter)",609,g
"White pizza, cheese, with vegetables, thin crust","1 large pizza (13-15"" diameter)",844,g
"White pizza, cheese, with vegetables, thin crust","1 extra-large pizza (16-18"" diameter)",1218,g
"White pizza, cheese, with vegetables, thin crust",1 surface inch,5.5,g
"White pizza, cheese, with vegetables, thick crust","1 piece, NFS",155,g
"White pizza, cheese, with vegetables, thick crust","1 piece, small pizza",105,g
"White pizza, cheese, with vegetables, thick crust","1 piece, medium pizza",111,g
"White pizza, cheese, with vegetables, thick crust","1 piece, large pizza",155,g
"White pizza, cheese, with vegetables, thick crust","1 piece, extra-large pizza",162,g
"White pizza, cheese, with vegetables, thick crust","1 personal size pizza (5-7"" diameter)",256,g
"White pizza, cheese, with vegetables, thick crust","1 small pizza (8-10"" diameter)",632,g
"White pizza, cheese, with vegetables, thick crust","1 medium pizza (11-12"" diameter)",886,g
"White pizza, cheese, with vegetables, thick crust","1 large pizza (13-15"" diameter)",1244,g
"White pizza, cheese, with vegetables, thick crust","1 extra-large pizza (16-18"" diameter)",1620,g
"White pizza, cheese, with vegetables, thick crust",1/2 bagel,100,g
"White pizza, cheese, with vegetables, thick crust",1/2 English muffin,58,g
"White pizza, cheese, with vegetables, thick crust",1 French bread,165,g
"White pizza, cheese, with vegetables, thick crust",1 surface inch,8.1,g
"White pizza, cheese, with meat, thin crust","1 piece, NFS",100,g
"White pizza, cheese, with meat, thin crust","1 piece, small pizza",68,g
"White pizza, cheese, with meat, thin crust","1 piece, medium pizza",71,g
"White pizza, cheese, with meat, thin crust","1 piece, large pizza",100,g
"White pizza, cheese, with meat, thin crust","1 piece, extra-large pizza",114,g
"White pizza, cheese, with meat, thin crust","1 personal size pizza (5-7"" diameter)",147,g
"White pizza, cheese, with meat, thin crust","1 small pizza (8-10"" diameter)",408,g
"White pizza, cheese, with meat, thin crust","1 medium pizza (11-12"" diameter)",571,g
"White pizza, cheese, with meat, thin crust","1 large pizza (13-15"" diameter)",792,g
"White pizza, cheese, with meat, thin crust","1 extra-large pizza (16-18"" diameter)",1143,g
"White pizza, cheese, with meat, thin crust",1 surface inch,5.1,g
"White pizza, cheese, with meat, thick crust","1 piece, NFS",154,g
"White pizza, cheese, with meat, thick crust","1 piece, small pizza",104,g
"White pizza, cheese, with meat, thick crust","1 piece, medium pizza",110,g
"White pizza, cheese, with meat, thick crust","1 piece, large pizza",154,g
"White pizza, cheese, with meat, thick crust","1 piece, extra-large pizza",160,g
"White pizza, cheese, with meat, thick crust","1 personal size pizza (5-7"" diameter)",254,g
"White pizza, cheese, with meat, thick crust","1 small pizza (8-10"" diameter)",626,g
"White pizza, cheese, with meat, thick crust","1 medium pizza (11-12"" diameter)",877,g
"White pizza, cheese, with meat, thick crust","1 large pizza (13-15"" diameter)",1232,g
"White pizza, cheese, with meat, thick crust","1 extra-large pizza (16-18"" diameter)",1604,g
"White pizza, cheese, with meat, thick crust",1/2 bagel,100,g
"White pizza, cheese, with meat, thick crust",1/2 English muffin,59,g
"White pizza, cheese, with meat, thick crust",1 French bread,174,g
"White pizza, cheese, with meat, thick crust",1 surface inch,8,g
"White pizza, cheese, with meat and vegetables, thin crust","1 piece, NFS",118,g
"White pizza, cheese, with meat and vegetables, thin crust","1 piece, small pizza",81,g
"White pizza, cheese, with meat and vegetables, thin crust","1 piece, medium pizza",85,g
"White pizza, cheese, with meat and vegetables, thin crust","1 piece, large pizza",118,g
"White pizza, cheese, with meat and vegetables, thin crust","1 piece, extra-large pizza",136,g
"White pizza, cheese, with meat and vegetables, thin crust","1 personal size pizza (5-7"" diameter)",175,g
"White pizza, cheese, with meat and vegetables, thin crust","1 small pizza (8-10"" diameter)",486,g
"White pizza, cheese, with meat and vegetables, thin crust","1 medium pizza (11-12"" diameter)",681,g
"White pizza, cheese, with meat and vegetables, thin crust","1 large pizza (13-15"" diameter)",944,g
"White pizza, cheese, with meat and vegetables, thin crust","1 extra-large pizza (16-18"" diameter)",1362,g
"White pizza, cheese, with meat and vegetables, thin crust",1 surface inch,6.1,g
"White pizza, cheese, with meat and vegetables, thick crust","1 piece, NFS",155,g
"White pizza, cheese, with meat and vegetables, thick crust","1 piece, small pizza",105,g
"White pizza, cheese, with meat and vegetables, thick crust","1 piece, medium pizza",110,g
"White pizza, cheese, with meat and vegetables, thick crust","1 piece, large pizza",155,g
"White pizza, cheese, with meat and vegetables, thick crust","1 piece, extra-large pizza",161,g
"White pizza, cheese, with meat and vegetables, thick crust","1 personal size pizza (5-7"" diameter)",255,g
"White pizza, cheese, with meat and vegetables, thick crust","1 small pizza (8-10"" diameter)",630,g
"White pizza, cheese, with meat and vegetables, thick crust","1 medium pizza (11-12"" diameter)",883,g
"White pizza, cheese, with meat and vegetables, thick crust","1 large pizza (13-15"" diameter)",1240,g
"White pizza, cheese, with meat and vegetables, thick crust","1 extra-large pizza (16-18"" diameter)",1615,g
"White pizza, cheese, with meat and vegetables, thick crust",1/2 bagel,104,g
"White pizza, cheese, with meat and vegetables, thick crust",1/2 English muffin,61,g
"White pizza, cheese, with meat and vegetables, thick crust",1 French bread,165,g
"White pizza, cheese, with meat and vegetables, thick crust",1 surface inch,8.1,g
"Calzone, with cheese, meatless",1 calzone or stromboli,424,g
"Calzone, with meat and cheese",1 calzone or stromboli,424,g
"Calzone, with meat and cheese",1 cubic inch,11.5,g
"Calzone, with meat and cheese",1 Calizza,217,g
Pizza rolls,1 cup,119,g
Pizza rolls,1 miniature roll,14,g
Pizza rolls,1 Bagel Bite,22,g
Pizza rolls,1 pizza bite,14,g
Pizza rolls,1 pizza roll,14,g
"Pizza, cheese, whole wheat thin crust","1 piece, NFS",119,g
"Pizza, cheese, whole wheat thin crust","1 piece, small pizza",80,g
"Pizza, cheese, whole wheat thin crust","1 piece, medium pizza",86,g
"Pizza, cheese, whole wheat thin crust","1 piece, large pizza",119,g
"Pizza, cheese, whole wheat thin crust","1 piece, extra-large pizza",128,g
"Pizza, cheese, whole wheat thin crust","1 personal size pizza (5-7"" diameter)",175,g
"Pizza, cheese, whole wheat thin crust","1 small pizza (8-10"" diameter)",480,g
"Pizza, cheese, whole wheat thin crust","1 medium pizza (11-12"" diameter)",691,g
"Pizza, cheese, whole wheat thin crust","1 large pizza (13-15"" diameter)",954,g
"Pizza, cheese, whole wheat thin crust","1 extra-large pizza (16-18"" diameter)",1278,g
"Pizza, cheese, whole wheat thin crust",1 surface inch,6.2,g
"Pizza, cheese, whole wheat thick crust","1 piece, NFS",132,g
"Pizza, cheese, whole wheat thick crust","1 piece, small pizza",90,g
"Pizza, cheese, whole wheat thick crust","1 piece, medium pizza",93,g
"Pizza, cheese, whole wheat thick crust","1 piece, large pizza",132,g
"Pizza, cheese, whole wheat thick crust","1 piece, extra-large pizza",139,g
"Pizza, cheese, whole wheat thick crust","1 personal size pizza (5-7"" diameter)",224,g
"Pizza, cheese, whole wheat thick crust","1 small pizza (8-10"" diameter)",542,g
"Pizza, cheese, whole wheat thick crust","1 medium pizza (11-12"" diameter)",744,g
"Pizza, cheese, whole wheat thick crust","1 large pizza (13-15"" diameter)",1060,g
"Pizza, cheese, whole wheat thick crust","1 extra-large pizza (16-18"" diameter)",1387,g
"Pizza, cheese, whole wheat thick crust",1/2 bagel,93,g
"Pizza, cheese, whole wheat thick crust",1/2 English muffin,54,g
"Pizza, cheese, whole wheat thick crust",1 French bread,147,g
